CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48027021303,Texas,Bell,1,6153,2412,0,256.0,4.16,0,0,0,0,0,0,13.0,82760.0,1,1,1,1,1,0,0,0,2878.0,4482.0,2878.0,388.0,1077.0,388.0,4482.0,72.84,1077.0,17.51,1140.0,18.52,518.0,8.42,3206.0,52.1,691.0,11.23,221.0,3.59,13.0,0.2,31.0,0.51,320.0,5.21,642.0,10.44,88.0,3.63,203.0,8.41,2878.0,46.77,388.0,6.31,744.0,12.09,336.0,5.46,2215.0,36.0,315.0,5.12,145.0,2.36,12.0,0.2,10.0,0.17,181.0,2.93,359.0,5.84,20.0,0.83,128.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534.0,1693.0,802.0,4164.0,1236.0,255.0,13.0,35.0,450.0,1035.0,177.0,403.0
48027021400,Texas,Bell,0,3834,1402,0,0.0,0.0,0,0,0,0,1,0,9.4,84280.0,0,0,0,0,0,0,0,1,,,,,,,3834.0,100.0,1107.0,28.87,1028.0,26.81,535.0,13.95,3336.0,87.01,67.0,1.75,19.0,0.5,2.0,0.05,15.0,0.39,395.0,10.3,647.0,16.88,104.0,7.43,66.0,4.71,3834.0,100.0,1107.0,28.87,1028.0,26.81,535.0,13.95,3336.0,87.01,67.0,1.75,19.0,0.5,2.0,0.05,15.0,0.39,395.0,10.3,647.0,16.88,104.0,7.43,66.0,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.0,1028.0,535.0,3336.0,67.0,19.0,2.0,15.0,395.0,647.0,103.0,66.0
48027021500,Texas,Bell,1,6538,2037,0,725.0,11.09,1,1,1,1,1,1,21.2,59825.0,1,1,1,1,1,0,0,1,6538.0,6538.0,6538.0,2294.0,2294.0,2294.0,6538.0,100.0,2294.0,35.09,1864.0,28.51,596.0,9.12,4624.0,70.72,728.0,11.13,56.0,0.86,11.0,0.17,62.0,0.95,1057.0,16.17,1985.0,30.36,131.0,6.45,493.0,24.21,6538.0,100.0,2294.0,35.09,1864.0,28.51,596.0,9.12,4624.0,70.72,728.0,11.13,56.0,0.86,11.0,0.17,62.0,0.95,1057.0,16.17,1985.0,30.36,131.0,6.45,493.0,24.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789.0,1864.0,596.0,4624.0,728.0,56.0,11.0,62.0,1057.0,1985.0,145.0,519.0
48027021601,Texas,Bell,1,5080,1790,0,62.0,1.22,1,1,1,1,1,1,19.6,51639.0,1,1,1,1,1,0,0,1,4857.0,5080.0,4857.0,2668.0,2757.0,2668.0,5080.0,100.0,2757.0,54.27,1457.0,28.68,613.0,12.07,3409.0,67.11,351.0,6.91,46.0,0.91,11.0,0.22,66.0,1.3,1197.0,23.56,2358.0,46.42,193.0,10.8,415.0,23.17,4857.0,95.61,2668.0,52.52,1391.0,27.39,598.0,11.78,3228.0,63.55,347.0,6.84,43.0,0.84,10.0,0.2,65.0,1.28,1163.0,22.9,2288.0,45.04,185.0,10.34,396.0,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911.0,1457.0,613.0,3409.0,351.0,46.0,11.0,66.0,1197.0,2358.0,190.0,423.0
48027021602,Texas,Bell,1,2499,623,0,1035.0,41.42,0,0,0,0,0,0,16.6,63839.0,1,1,1,1,1,0,0,0,1151.0,2391.0,1151.0,653.0,1357.0,653.0,2391.0,95.67,1357.0,54.29,360.0,14.41,163.0,6.54,1771.0,70.87,251.0,10.03,37.0,1.5,0.0,0.0,15.0,0.6,317.0,12.68,577.0,23.1,20.0,3.21,91.0,14.57,1151.0,46.07,653.0,26.14,318.0,12.72,131.0,5.24,811.0,32.45,105.0,4.21,9.0,0.37,0.0,0.0,9.0,0.36,217.0,8.67,401.0,16.03,15.0,2.48,70.0,11.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0,360.0,166.0,1857.0,264.0,43.0,0.0,15.0,320.0,589.0,15.0,68.0
48027021700,Texas,Bell,1,7338,2948,0,105.0,1.43,0,0,0,0,1,0,11.9,84761.0,1,1,1,1,1,0,0,1,3632.0,5539.0,3632.0,948.0,1472.0,948.0,5539.0,75.49,1472.0,20.06,1461.0,19.9,838.0,11.43,4893.0,66.68,150.0,2.05,89.0,1.22,10.0,0.14,38.0,0.52,359.0,4.89,754.0,10.28,122.0,4.14,101.0,3.43,3632.0,49.49,948.0,12.92,980.0,13.36,547.0,7.46,3192.0,43.5,102.0,1.39,65.0,0.89,2.0,0.02,30.0,0.41,240.0,3.27,487.0,6.64,98.0,3.31,65.0,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088.0,1825.0,1110.0,6459.0,212.0,163.0,18.0,59.0,427.0,941.0,199.0,187.0
48027021800,Texas,Bell,0,8440,2942,0,0.0,0.0,0,0,0,0,1,0,14.5,70445.0,0,0,0,0,0,0,0,1,,,,,,,8440.0,100.0,2735.0,32.41,2553.0,30.25,586.0,6.94,6124.0,72.56,945.0,11.2,180.0,2.13,38.0,0.45,120.0,1.42,1033.0,12.24,1803.0,21.36,140.0,4.78,451.0,15.32,8368.0,99.14,2710.0,32.11,2534.0,30.02,580.0,6.88,6077.0,72.0,935.0,11.08,179.0,2.13,38.0,0.45,116.0,1.37,1023.0,12.12,1785.0,21.15,137.0,4.67,446.0,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.0,2553.0,586.0,6124.0,945.0,180.0,38.0,120.0,1033.0,1803.0,153.0,501.0
48027021901,Texas,Bell,1,3463,1307,0,166.0,4.79,0,0,0,0,0,0,15.8,65446.0,0,1,0,1,0,0,0,0,31.0,1500.0,31.0,3.0,398.0,3.0,1500.0,43.31,398.0,11.5,315.0,9.09,232.0,6.7,1029.0,29.72,287.0,8.29,32.0,0.93,13.0,0.36,7.0,0.2,132.0,3.81,276.0,7.96,17.0,1.29,92.0,7.07,31.0,0.9,3.0,0.09,4.0,0.11,6.0,0.18,25.0,0.71,4.0,0.11,0.0,0.01,0.0,0.0,0.0,0.01,2.0,0.06,6.0,0.17,1.0,0.08,2.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.0,774.0,611.0,2306.0,583.0,92.0,43.0,26.0,413.0,681.0,35.0,193.0
48027021903,Texas,Bell,1,8350,2651,0,0.0,0.0,0,0,0,0,0,0,3.5,86335.0,0,1,0,1,0,0,0,0,397.0,5230.0,397.0,72.0,1048.0,72.0,5230.0,62.64,1048.0,12.56,1881.0,22.53,233.0,2.79,2955.0,35.39,1398.0,16.74,271.0,3.25,29.0,0.35,30.0,0.35,547.0,6.55,872.0,10.44,27.0,1.02,134.0,5.04,397.0,4.76,72.0,0.86,170.0,2.04,4.0,0.05,187.0,2.23,143.0,1.71,12.0,0.14,1.0,0.01,4.0,0.05,51.0,0.61,82.0,0.98,3.0,0.13,9.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.0,2916.0,386.0,4749.0,2196.0,467.0,38.0,44.0,856.0,1371.0,38.0,251.0
48027021904,Texas,Bell,1,8823,3215,0,0.0,0.0,0,0,0,0,0,0,11.6,92953.0,1,1,1,1,1,0,0,0,4669.0,8429.0,4669.0,884.0,1948.0,884.0,8429.0,95.53,1948.0,22.08,2507.0,28.42,557.0,6.31,6047.0,68.54,1099.0,12.46,234.0,2.66,67.0,0.76,126.0,1.43,854.0,9.68,1450.0,16.43,99.0,3.08,258.0,8.01,4669.0,52.91,884.0,10.02,1367.0,15.5,299.0,3.39,3374.0,38.24,586.0,6.64,140.0,1.58,33.0,0.37,69.0,0.78,467.0,5.29,838.0,9.5,33.0,1.04,142.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.0,2646.0,582.0,6348.0,1132.0,258.0,68.0,129.0,888.0,1505.0,140.0,334.0
48027022000,Texas,Bell,0,7952,3101,0,0.0,0.0,0,0,0,1,1,1,21.6,57663.0,0,0,0,0,0,0,0,1,,,,,,,7185.0,90.36,2826.0,35.53,2070.0,26.03,514.0,6.47,4425.0,55.65,1608.0,20.23,151.0,1.9,76.0,0.95,68.0,0.85,857.0,10.78,1310.0,16.47,252.0,8.12,477.0,15.37,4843.0,60.91,1433.0,18.02,1383.0,17.4,372.0,4.68,3144.0,39.54,1060.0,13.34,82.0,1.03,45.0,0.56,34.0,0.42,478.0,6.01,749.0,9.42,149.0,4.82,314.0,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255.0,2257.0,534.0,4855.0,1799.0,170.0,88.0,74.0,966.0,1502.0,273.0,503.0
48027022101,Texas,Bell,1,4256,1773,0,0.0,0.0,1,1,1,1,1,1,12.6,42727.0,1,1,1,1,1,0,0,1,752.0,3107.0,752.0,507.0,1957.0,507.0,3107.0,73.01,1957.0,45.98,766.0,18.01,366.0,8.61,1573.0,36.97,963.0,22.62,150.0,3.53,37.0,0.88,26.0,0.62,357.0,8.39,613.0,14.39,187.0,10.55,172.0,9.73,752.0,17.67,507.0,11.92,206.0,4.85,39.0,0.91,367.0,8.63,226.0,5.31,44.0,1.04,8.0,0.19,11.0,0.26,95.0,2.23,151.0,3.54,25.0,1.42,41.0,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482.0,1041.0,473.0,2149.0,1317.0,187.0,58.0,41.0,504.0,868.0,268.0,238.0
48027022103,Texas,Bell,1,5518,1844,0,0.0,0.0,1,1,1,0,0,1,19.8,53689.0,1,1,1,1,1,0,0,0,3643.0,5477.0,3643.0,1647.0,2363.0,1647.0,5477.0,99.25,2363.0,42.82,1846.0,33.45,150.0,2.72,2413.0,43.72,1946.0,35.27,199.0,3.6,98.0,1.78,37.0,0.67,784.0,14.21,1312.0,23.78,23.0,1.27,298.0,16.14,3643.0,66.03,1647.0,29.85,1245.0,22.56,84.0,1.51,1557.0,28.22,1311.0,23.76,135.0,2.44,81.0,1.47,20.0,0.37,539.0,9.77,899.0,16.29,12.0,0.63,194.0,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292.0,1858.0,154.0,2438.0,1957.0,199.0,98.0,37.0,789.0,1322.0,24.0,296.0
48027022104,Texas,Bell,1,4399,1876,0,0.0,0.0,1,1,1,1,1,1,18.3,45029.0,1,1,1,1,1,0,0,1,2578.0,4349.0,2578.0,1195.0,2059.0,1195.0,4349.0,98.86,2059.0,46.81,1086.0,24.69,316.0,7.18,1780.0,40.45,1717.0,39.02,135.0,3.07,20.0,0.45,57.0,1.29,641.0,14.58,877.0,19.94,239.0,12.75,445.0,23.7,2578.0,58.6,1195.0,27.16,693.0,15.75,132.0,3.01,1003.0,22.81,1106.0,25.14,73.0,1.66,16.0,0.37,24.0,0.55,355.0,8.07,502.0,11.42,91.0,4.85,248.0,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.0,1097.0,316.0,1801.0,1731.0,136.0,20.0,58.0,653.0,891.0,224.0,419.0
48027022105,Texas,Bell,1,2317,822,0,0.0,0.0,1,1,1,0,0,1,15.9,48409.0,1,1,1,1,1,0,0,0,2310.0,2317.0,2310.0,963.0,966.0,963.0,2317.0,100.0,966.0,41.7,734.0,31.68,108.0,4.66,1216.0,52.48,676.0,29.18,73.0,3.15,29.0,1.25,19.0,0.82,304.0,13.12,565.0,24.38,39.0,4.69,154.0,18.69,2310.0,99.7,963.0,41.58,732.0,31.59,107.0,4.63,1212.0,52.32,674.0,29.1,73.0,3.14,29.0,1.25,19.0,0.82,303.0,13.08,564.0,24.34,38.0,4.67,153.0,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.0,734.0,108.0,1216.0,676.0,73.0,29.0,19.0,304.0,565.0,35.0,143.0
48027022200,Texas,Bell,1,3258,1493,0,31.0,0.95,0,1,0,0,0,1,23.1,40575.0,0,1,0,1,0,0,0,0,109.0,962.0,109.0,58.0,495.0,58.0,962.0,29.52,495.0,15.19,217.0,6.66,120.0,3.67,504.0,15.46,293.0,8.98,29.0,0.88,5.0,0.16,3.0,0.09,129.0,3.96,212.0,6.5,24.0,1.63,123.0,8.22,109.0,3.35,58.0,1.77,43.0,1.31,2.0,0.08,48.0,1.48,49.0,1.5,0.0,0.0,1.0,0.02,1.0,0.02,10.0,0.32,16.0,0.49,2.0,0.11,11.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.0,812.0,223.0,1625.0,994.0,112.0,34.0,27.0,466.0,731.0,205.0,406.0
48027022300,Texas,Bell,1,4010,1744,0,0.0,0.0,1,1,1,1,1,1,28.0,38448.0,1,1,1,1,1,0,0,1,1669.0,4010.0,1669.0,826.0,2203.0,826.0,4010.0,99.99,2203.0,54.93,960.0,23.94,330.0,8.23,1856.0,46.28,1428.0,35.61,93.0,2.32,39.0,0.97,32.0,0.8,562.0,14.01,824.0,20.55,174.0,9.98,498.0,28.58,1669.0,41.61,826.0,20.61,363.0,9.06,176.0,4.39,827.0,20.63,541.0,13.49,60.0,1.51,30.0,0.74,11.0,0.27,199.0,4.97,280.0,6.97,46.0,2.61,206.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.0,960.0,330.0,1856.0,1428.0,93.0,39.0,32.0,562.0,824.0,202.0,509.0
48027022401,Texas,Bell,1,5567,2040,0,0.0,0.0,1,1,1,1,1,1,16.2,54004.0,1,1,1,1,1,0,0,1,707.0,4778.0,707.0,311.0,1740.0,311.0,4778.0,85.83,1740.0,31.26,1437.0,25.81,339.0,6.08,2030.0,36.46,1797.0,32.28,212.0,3.81,68.0,1.22,20.0,0.35,652.0,11.71,1072.0,19.25,118.0,5.79,343.0,16.82,707.0,12.71,311.0,5.59,227.0,4.08,29.0,0.52,265.0,4.77,276.0,4.96,36.0,0.64,15.0,0.26,3.0,0.05,113.0,2.04,160.0,2.88,22.0,1.1,52.0,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322.0,1703.0,396.0,2319.0,2108.0,259.0,91.0,21.0,769.0,1257.0,156.0,423.0
48027022402,Texas,Bell,1,4402,1399,0,0.0,0.0,0,0,0,0,0,0,6.7,91788.0,1,1,1,1,1,0,0,0,4271.0,4402.0,4271.0,648.0,678.0,648.0,4402.0,100.0,678.0,15.4,1573.0,35.73,114.0,2.59,1903.0,43.23,1691.0,38.41,169.0,3.84,24.0,0.55,36.0,0.82,579.0,13.15,945.0,21.47,13.0,0.96,64.0,4.56,4271.0,97.03,648.0,14.72,1530.0,34.75,108.0,2.46,1832.0,41.61,1659.0,37.7,164.0,3.72,24.0,0.55,36.0,0.82,556.0,12.64,919.0,20.88,13.0,0.91,62.0,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.0,1573.0,114.0,1903.0,1691.0,169.0,24.0,36.0,579.0,945.0,20.0,100.0
48027022403,Texas,Bell,1,4513,1578,0,0.0,0.0,0,0,0,0,0,0,7.3,65425.0,0,1,0,1,0,0,0,0,44.0,2741.0,44.0,10.0,817.0,10.0,2741.0,60.73,817.0,18.11,845.0,18.72,115.0,2.54,1253.0,27.77,934.0,20.7,174.0,3.85,25.0,0.54,12.0,0.28,342.0,7.59,565.0,12.51,10.0,0.63,69.0,4.39,44.0,0.97,10.0,0.23,17.0,0.38,1.0,0.02,11.0,0.23,27.0,0.6,2.0,0.04,0.0,0.0,0.0,0.0,5.0,0.1,6.0,0.14,0.0,0.0,1.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.0,1374.0,178.0,2156.0,1470.0,248.0,78.0,35.0,526.0,944.0,24.0,113.0
48027022404,Texas,Bell,1,7400,2360,0,60.0,0.81,0,0,0,0,0,0,7.6,74522.0,1,1,1,1,1,0,0,0,2894.0,7396.0,2894.0,623.0,1596.0,623.0,7396.0,99.94,1596.0,21.57,2577.0,34.83,312.0,4.22,3275.0,44.25,2721.0,36.77,333.0,4.5,75.0,1.01,42.0,0.57,950.0,12.84,1605.0,21.69,39.0,1.64,151.0,6.41,2894.0,39.11,623.0,8.42,1001.0,13.52,119.0,1.61,1325.0,17.9,1056.0,14.28,116.0,1.57,22.0,0.3,11.0,0.15,364.0,4.91,612.0,8.27,17.0,0.7,60.0,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.0,2579.0,312.0,3277.0,2722.0,333.0,75.0,42.0,951.0,1606.0,55.0,164.0
48027022405,Texas,Bell,1,1750,861,0,0.0,0.0,0,1,0,0,0,1,17.6,55104.0,0,1,0,1,0,0,0,0,,519.0,,,195.0,,519.0,29.66,195.0,11.14,119.0,6.81,18.0,1.01,268.0,15.3,139.0,7.94,21.0,1.2,11.0,0.62,2.0,0.11,79.0,4.5,110.0,6.26,6.0,0.72,13.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,355.0,47.0,961.0,430.0,74.0,35.0,19.0,231.0,362.0,19.0,59.0
48027022501,Texas,Bell,1,3423,1384,0,1.0,0.03,0,1,0,0,0,1,13.9,52118.0,0,1,0,1,0,0,0,0,,2082.0,,,775.0,,2082.0,60.83,775.0,22.65,578.0,16.88,252.0,7.37,1075.0,31.4,525.0,15.33,54.0,1.57,32.0,0.93,15.0,0.43,382.0,11.17,544.0,15.9,60.0,4.35,124.0,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.0,887.0,457.0,1847.0,857.0,89.0,52.0,25.0,553.0,829.0,91.0,186.0
48027022502,Texas,Bell,1,9542,3520,0,0.0,0.0,0,0,0,0,0,0,6.5,66149.0,1,1,1,1,1,0,0,0,2915.0,6667.0,2915.0,602.0,1745.0,602.0,6667.0,69.87,1745.0,18.29,2081.0,21.81,397.0,4.16,3309.0,34.67,1964.0,20.59,353.0,3.7,92.0,0.97,49.0,0.51,899.0,9.42,1378.0,14.44,61.0,1.73,162.0,4.62,2915.0,30.55,602.0,6.31,894.0,9.37,238.0,2.49,1678.0,17.59,681.0,7.14,97.0,1.01,31.0,0.32,20.0,0.21,408.0,4.28,602.0,6.31,14.0,0.4,65.0,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005.0,2902.0,470.0,4660.0,2867.0,513.0,134.0,73.0,1295.0,1987.0,172.0,284.0
48027022600,Texas,Bell,1,4292,1818,0,43.0,1.0,0,1,0,0,0,1,29.2,32660.0,0,1,0,1,0,0,0,0,58.0,2143.0,58.0,46.0,1583.0,46.0,2143.0,49.92,1583.0,36.88,607.0,14.15,167.0,3.89,1068.0,24.89,517.0,12.04,34.0,0.8,50.0,1.18,24.0,0.55,449.0,10.46,667.0,15.54,60.0,3.3,251.0,13.78,58.0,1.35,46.0,1.06,15.0,0.35,6.0,0.13,32.0,0.74,12.0,0.29,1.0,0.02,0.0,0.0,1.0,0.02,12.0,0.27,17.0,0.39,1.0,0.05,8.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272.0,1169.0,294.0,2079.0,1150.0,106.0,60.0,42.0,855.0,1425.0,228.0,518.0
48027022801,Texas,Bell,1,2540,1220,0,0.0,0.0,0,1,0,0,0,1,29.0,35614.0,0,1,0,1,0,0,0,0,,791.0,,,498.0,,791.0,31.13,498.0,19.6,166.0,6.52,47.0,1.84,331.0,13.04,254.0,10.0,35.0,1.37,8.0,0.31,12.0,0.46,151.0,5.94,197.0,7.77,48.0,3.94,107.0,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.0,594.0,141.0,980.0,890.0,87.0,28.0,21.0,534.0,688.0,158.0,326.0
48027022900,Texas,Bell,1,3672,1655,0,0.0,0.0,0,1,0,0,0,1,26.0,39900.0,0,1,0,1,0,0,0,0,,566.0,,,295.0,,566.0,15.42,295.0,8.04,131.0,3.57,29.0,0.78,247.0,6.72,165.0,4.49,16.0,0.43,4.0,0.11,13.0,0.35,122.0,3.33,175.0,4.77,28.0,1.67,73.0,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.0,851.0,326.0,1730.0,991.0,168.0,38.0,64.0,681.0,1070.0,180.0,507.0
48027023000,Texas,Bell,1,7028,2574,0,2.0,0.03,0,0,0,0,0,0,11.5,61958.0,0,1,0,1,0,0,0,0,347.0,4215.0,347.0,91.0,1777.0,91.0,4215.0,59.98,1777.0,25.28,1182.0,16.82,384.0,5.46,2229.0,31.72,1165.0,16.58,229.0,3.26,36.0,0.52,27.0,0.38,528.0,7.52,896.0,12.74,64.0,2.5,209.0,8.13,347.0,4.94,91.0,1.3,104.0,1.48,26.0,0.37,192.0,2.74,76.0,1.08,27.0,0.38,3.0,0.04,2.0,0.03,48.0,0.68,65.0,0.92,0.0,0.01,16.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307.0,2043.0,630.0,3613.0,2012.0,382.0,94.0,46.0,881.0,1468.0,86.0,462.0
48027023103,Texas,Bell,1,4467,1787,0,0.0,0.0,1,1,1,1,1,1,21.4,42438.0,1,1,1,1,1,0,0,1,1975.0,4450.0,1975.0,883.0,2156.0,883.0,4450.0,99.62,2156.0,48.26,1143.0,25.59,512.0,11.46,2075.0,46.46,1426.0,31.93,270.0,6.05,70.0,1.57,26.0,0.57,583.0,13.05,980.0,21.94,128.0,7.15,322.0,18.04,1975.0,44.22,883.0,19.76,516.0,11.55,241.0,5.39,947.0,21.21,606.0,13.56,118.0,2.64,43.0,0.96,11.0,0.25,250.0,5.6,402.0,9.01,18.0,1.03,131.0,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357.0,1148.0,512.0,2082.0,1433.0,271.0,70.0,26.0,585.0,984.0,144.0,339.0
48027023104,Texas,Bell,1,3235,1371,0,0.0,0.0,0,1,0,0,0,1,18.0,51313.0,0,1,0,1,0,0,0,0,102.0,2482.0,102.0,49.0,1215.0,49.0,2482.0,76.72,1215.0,37.57,617.0,19.08,265.0,8.19,1254.0,38.75,754.0,23.3,82.0,2.55,48.0,1.48,11.0,0.33,334.0,10.32,599.0,18.52,76.0,5.53,197.0,14.35,102.0,3.17,49.0,1.5,33.0,1.01,3.0,0.09,50.0,1.54,36.0,1.11,3.0,0.09,1.0,0.03,0.0,0.01,12.0,0.38,28.0,0.87,3.0,0.19,7.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.0,796.0,334.0,1716.0,907.0,102.0,62.0,16.0,432.0,750.0,98.0,249.0
48027023105,Texas,Bell,0,8805,2844,0,0.0,0.0,0,0,0,0,0,1,9.2,54829.0,0,0,0,0,0,0,0,0,,,,,,,8609.0,97.77,3480.0,39.52,3168.0,35.98,124.0,1.41,3615.0,41.06,3100.0,35.21,326.0,3.7,97.0,1.1,72.0,0.82,1399.0,15.89,1955.0,22.2,18.0,0.62,193.0,6.78,5611.0,63.72,2291.0,26.01,1997.0,22.68,93.0,1.05,2456.0,27.9,1970.0,22.37,203.0,2.3,59.0,0.67,50.0,0.56,874.0,9.92,1209.0,13.73,16.0,0.55,129.0,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5491.0,3242.0,126.0,3721.0,3136.0,331.0,97.0,72.0,1448.0,2022.0,28.0,294.0
48027023106,Texas,Bell,1,9716,3477,0,0.0,0.0,0,1,0,1,1,1,6.8,53589.0,0,1,0,1,0,0,0,1,163.0,7004.0,163.0,58.0,2217.0,58.0,7004.0,72.09,2217.0,22.82,2634.0,27.1,94.0,0.97,2932.0,30.18,2739.0,28.19,226.0,2.32,92.0,0.94,54.0,0.55,961.0,9.89,1651.0,17.0,106.0,3.05,192.0,5.51,163.0,1.68,58.0,0.6,58.0,0.6,3.0,0.03,69.0,0.71,65.0,0.67,2.0,0.02,2.0,0.03,3.0,0.03,21.0,0.22,39.0,0.4,4.0,0.12,5.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267.0,3404.0,114.0,4037.0,3849.0,315.0,141.0,66.0,1308.0,2182.0,179.0,282.0
